Species,AM.AD.1,AM.AD.2,AM.F10.T1,AM.F10.T2,DA.AD.1,DA.AD.1T,DA.AD.2,DA.AD.3,DA.AD.3T,DA.AD.4,ES.AD.1,ES.AD.2,ES.AD.3,ES.AD.4,FR.AD.1,FR.AD.2,FR.AD.3,FR.AD.4,FR.AD.5,FR.AD.6,FR.AD.7,FR.AD.8,IT.AD.1,IT.AD.2,IT.AD.3,IT.AD.4,IT.AD.5,IT.AD.6,JP.AD.1,JP.AD.2,JP.AD.3,JP.AD.4,JP.AD.5,JP.AD.6,JP.AD.7,JP.AD.8,JP.AD.9,JP.IN.1,JP.IN.2,JP.IN.3,JP.IN.4,MH0001,MH0002,MH0003,MH0004,MH0005,MH0006,MH0007,MH0008,MH0009,MH0010,MH0011,MH0012,MH0013,MH0014,MH0015,MH0016,MH0017,MH0018,MH0019,MH0020,MH0021,MH0022,MH0023,MH0024,MH0025,MH0026,MH0027,MH0028,MH0030,MH0031,MH0032,MH0033,MH0034,MH0035,MH0036,MH0037,MH0038,MH0039,MH0040,MH0041,MH0042,MH0043,MH0044,MH0045,MH0046,MH0047,MH0048,MH0049,MH0050,MH0051,MH0052,MH0053,MH0054,MH0055,MH0056,MH0057,MH0058,MH0059,MH0060,MH0061,MH0062,MH0063,MH0064,MH0065,MH0066,MH0067,MH0068,MH0069,MH0070,MH0071,MH0072,MH0073,MH0074,MH0075,MH0076,MH0077,MH0078,MH0079,MH0080,MH0081,MH0082,MH0083,MH0084,MH0085,MH0086,TS1_V2,TS10_V2,TS100_V2,TS101.2_V2,TS103_V2,TS104_V2,TS105_V2,TS106_V2,TS107_V2,TS109_V2,TS11_V2,TS110_V2,TS111_V2,TS115_V2,TS116_V2,TS117_V2,TS118_V2,TS119_V2,TS12_V2,TS120_V2,TS124_V2,TS125_V2,TS126_V2,TS127_V2,TS128_V2,TS129_V2,TS13_V2,TS130_V2,TS131_V2,TS132_V2,TS133_V2,TS134_V2,TS135_V2,TS136_V2,TS137_V2,TS138_V2,TS139_V2,TS14_V2,TS140_V2,TS141_V2,TS142_V2,TS143_V2,TS144_V2,TS145_V2,TS146_V2,TS147_V2,TS148_V2,TS149_V2,TS15_V2,TS150_V2,TS151_V2,TS152_V2,TS153_V2,TS154.2_V2,TS155_V2,TS156_V2,TS16_V2,TS160_V2,TS161_V2,TS162_V2,TS163_V2,TS164_V2,TS165_V2,TS166_V2,TS167_V2,TS168_V2,TS169_V2,TS17_V2,TS170_V2,TS178_V2,TS179_V2,TS180_V2,TS181_V2,TS182_V2,TS183_V2,TS184_V2,TS185_V2,TS186_V2,TS19_V2,TS190_V2,TS191_V2,TS192_V2,TS193_V2,TS194_V2,TS195_V2,TS2_V2,TS20_V2,TS21_V2,TS22_V2,TS23_V2,TS25_V2,TS26_V2,TS27_V2,TS28_V2,TS29_V2,TS3_V2,TS30_V2,TS31_V2,TS32_V2,TS33_V2,TS34_V2,TS35_V2,TS37_V2,TS38_V2,TS39_V2,TS4_V2,TS43_V2,TS44_V2,TS49_V2,TS5_V2,TS50_V2,TS51_V2,TS55_V2,TS56_V2,TS57_V2,TS6_V2,TS61_V2,TS62_V2,TS63_V2,TS64_V2,TS65_V2,TS66_V2,TS67_V2,TS68_V2,TS69_V2,TS7_V2,TS70_V2,TS71_V2,TS72_V2,TS73_V2,TS74_V2,TS75_V2,TS76_V2,TS77_V2,TS78_V2,TS8_V2,TS82_V2,TS83_V2,TS84_V2,TS85_V2,TS86_V2,TS87_V2,TS88_V2,TS89_V2,TS9_V2,TS90_V2,TS91_V2,TS92_V2,TS94_V2,TS95_V2,TS96_V2,TS97_V2,TS98_V2,TS99.2_V2
Desulfobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.593e-5,1.636e-5,1.757e-5,3.992e-5,2.811e-5,1.927e-5,3.496e-5,1.757e-5,1.614e-5,1.574e-5,1.877e-5,2.445e-5,4.985e-5,1.288e-5,5.024e-5,8.26e-6,3.822e-5,9.56e-6,3.713e-5,9.6e-6,1.097e-5,5.673e-5,2.904e-5,1.428e-5,1.818e-5,1.018e-5,3.376e-5,1.22e-5,1.96e-5,1.539e-5,9.44e-6,1.694e-5,4.02e-6,1.339e-5,1.999e-5,2.717e-5,2e-5,1.993e-5,1.699e-5,9.75e-6,1.716e-5,1.74e-5,8.99e-6,5.1e-6,1.879e-5,1.994e-5,2.198e-5,6.92e-6,2.48e-5,2.133e-5,1.16e-5,1.829e-5,2.844e-5,1.536e-5,2.441e-5,1.106e-5,1.855e-5,1.623e-5,2.486e-5,8.03e-6,2.696e-5,1.15e-5,8.36e-6,1.585e-5,2.797e-5,4.48e-6,1.376e-5,1.354e-5,7.49e-6,2.7e-5,4.24e-6,3.95e-6,1.963e-5,1.399e-5,1.348e-5,1.357e-5,3.34e-6,1.484e-5,9.55e-6,1.341e-5,1.106e-5,1.992e-5,3.67e-6,9.74e-6,1.483e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98e-6,3.49e-6,3.65e-6,1.785e-5,1.162e-5,8.03e-6,1.374e-5,7.94e-6,6.21e-6,7.53e-6,7.33e-6,7.36e-6,1.526e-5,4.47e-6,1.815e-5,3.88e-6,1.675e-5,5.49e-6,1.508e-5,5.27e-6,4.4e-6,2.488e-5,1.382e-5,5.25e-6,4.54e-6,6.39e-6,1.198e-5,4.83e-6,1.05e-5,7.18e-6,4.93e-6,7.72e-6,2.76e-6,5.68e-6,1.067e-5,7.41e-6,1.08e-5,7.3e-6,4.21e-6,3.04e-6,7.16e-6,5.99e-6,4.36e-6,4.74e-6,8.08e-6,5.33e-6,6.77e-6,1.88e-6,8.24e-6,7.47e-6,2.9e-6,8.83e-6,7.92e-6,6.66e-6,6.68e-6,3.68e-6,7.12e-6,4.53e-6,7.75e-6,2.71e-6,5.81e-6,4.99e-6,4.24e-6,5.66e-6,7.14e-6,2.23e-6,3.44e-6,4.23e-6,3.34e-6,9.67e-6,2.86e-6,1.94e-6,6.07e-6,5.51e-6,3.53e-6,5.52e-6,8.7e-7,7.04e-6,4.77e-6,5.08e-6,4.6e-6,5.05e-6,3.19e-6,3.79e-6,4.86e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfohalobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252e-5,1.425e-5,1.23e-5,3.055e-5,1.974e-5,1.587e-5,2.609e-5,1.192e-5,1.494e-5,1.625e-5,1.388e-5,1.99e-5,3.529e-5,8.02e-6,4.147e-5,7.63e-6,2.954e-5,8.82e-6,3.401e-5,1.018e-5,8.95e-6,4.092e-5,2.43e-5,8.43e-6,1.66e-5,9.44e-6,2.557e-5,9.88e-6,1.437e-5,1.428e-5,9.81e-6,1.265e-5,3.3e-6,1.092e-5,1.619e-5,1.997e-5,1.743e-5,1.491e-5,8.77e-6,1.061e-5,1.492e-5,1.245e-5,6.19e-6,5.85e-6,1.462e-5,1.114e-5,1.888e-5,4.45e-6,1.593e-5,1.567e-5,7.67e-6,1.427e-5,1.797e-5,1.574e-5,1.726e-5,1.029e-5,1.549e-5,1.087e-5,1.701e-5,7.07e-6,2.207e-5,1.004e-5,5.29e-6,9.98e-6,2.332e-5,3.72e-6,1.148e-5,1.307e-5,6.17e-6,1.799e-5,4.3e-6,4.95e-6,1.212e-5,1.143e-5,8.47e-6,8.3e-6,2.27e-6,1.416e-5,9.09e-6,1.087e-5,9.93e-6,1.619e-5,3.08e-6,7.91e-6,1.186e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29e-5,3.376e-5,2.513e-5,5.187e-5,3.805e-5,2.762e-5,4.514e-5,2.477e-5,3.266e-5,2.957e-5,3.81e-5,3.418e-5,6.502e-5,1.873e-5,7.57e-5,1.328e-5,4.235e-5,1.667e-5,6.608e-5,2.543e-5,1.873e-5,6.816e-5,3.887e-5,1.82e-5,3.708e-5,1.502e-5,4.617e-5,2.523e-5,2.75e-5,2.585e-5,2.263e-5,2.133e-5,5.77e-6,1.711e-5,2.704e-5,3.076e-5,2.855e-5,2.56e-5,1.919e-5,2.224e-5,2.26e-5,2.273e-5,1.174e-5,1.117e-5,2.431e-5,3.543e-5,3.16e-5,1.008e-5,2.889e-5,3.119e-5,2.417e-5,2.671e-5,3.905e-5,3.199e-5,3.263e-5,1.652e-5,2.869e-5,1.662e-5,3.499e-5,1.331e-5,3.56e-5,2.264e-5,1.244e-5,2.051e-5,4.295e-5,7.6e-6,3.034e-5,3.073e-5,9.98e-6,4.253e-5,5.32e-6,7.53e-6,2.648e-5,2.016e-5,1.653e-5,1.496e-5,3.84e-6,2.729e-5,1.479e-5,2.02e-5,1.994e-5,3.381e-5,5.2e-6,1.504e-5,2.374e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfurivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63e-5,1.904e-5,1.763e-5,4.793e-5,3.303e-5,2.359e-5,3.99e-5,1.738e-5,1.94e-5,1.69e-5,2.25e-5,3.015e-5,5.792e-5,1.567e-5,5.646e-5,9e-6,4.194e-5,1.316e-5,4.203e-5,1.079e-5,1.087e-5,5.579e-5,3.795e-5,1.586e-5,2.088e-5,1.287e-5,3.952e-5,1.174e-5,2.158e-5,1.794e-5,9.86e-6,1.818e-5,6.03e-6,1.519e-5,2.398e-5,3.541e-5,2.617e-5,2.601e-5,1.787e-5,1.187e-5,2.21e-5,2.175e-5,1.011e-5,6.82e-6,2.324e-5,2.353e-5,2.442e-5,8.18e-6,2.683e-5,2.526e-5,1.15e-5,2.177e-5,3.323e-5,1.83e-5,2.797e-5,1.459e-5,2.137e-5,1.696e-5,3.158e-5,1.06e-5,3.625e-5,1.21e-5,8.61e-6,1.961e-5,3.759e-5,4.82e-6,1.643e-5,1.485e-5,8.08e-6,2.92e-5,6.02e-6,6.12e-6,2.092e-5,1.853e-5,1.476e-5,1.531e-5,4.58e-6,1.762e-5,1.099e-5,1.56e-5,1.322e-5,2.818e-5,6.06e-6,1.074e-5,1.69e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfurococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6e-7,0,5e-8,1.14e-6,1.82e-6,9.1e-7,1.75e-6,6.4e-7,8.1e-7,1.38e-6,8.3e-7,5.7e-7,1.79e-6,5.8e-7,1.62e-6,6.9e-7,1.74e-6,7.2e-7,2.03e-6,1.5e-7,4e-7,3.04e-6,2.44e-6,7.6e-7,1e-8,1.28e-6,1.48e-6,8.1e-7,1.56e-6,1.32e-6,7.9e-7,6.1e-7,2.2e-7,1.17e-6,1.84e-6,2.38e-6,2.43e-6,5.6e-7,5.2e-7,5e-8,2.01e-6,1.17e-6,5.5e-7,3.2e-7,1.24e-6,1.9e-7,1.66e-6,1e-8,9.5e-7,5.2e-7,2.2e-7,1.12e-6,3.3e-7,6.6e-7,1.39e-6,3.5e-7,3.9e-7,2.7e-7,5.8e-7,1.08e-6,3.2e-7,5.6e-7,5.2e-7,1.16e-6,1.7e-7,8e-8,1.7e-7,5.8e-7,6.4e-7,7e-7,1.38e-6,6.7e-7,3.1e-7,1.01e-6,2.3e-7,4.4e-7,1e-8,1.2e-7,7.1e-7,6.9e-7,5.5e-7,5.1e-7,3.6e-7,4.2e-7,6.3e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichelobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.65e-6,9.076e-5,4.13e-6,1.829e-5,1.128e-5,9.94e-6,1.642e-5,1.136e-5,1.314e-5,1.309e-5,3.669e-5,6.29e-6,1.917e-5,4.98e-6,1.697e-5,1.316e-5,1.703e-5,1.026e-5,2.323e-5,6.47e-6,8.62e-6,2.778e-5,1.639e-5,4.33e-6,9.42e-6,8.06e-6,1.588e-5,9.69e-6,2.387e-5,6.81e-6,4.11e-6,8.29e-6,6.28e-6,2.944e-5,9.63e-6,1.091e-5,1.766e-5,9.65e-6,1.096e-5,1.402e-5,1.305e-5,7.27e-6,5.73e-6,3.56e-6,7.01e-6,1.341e-5,1.403e-5,2.58e-6,8.64e-6,8.25e-6,4.58e-6,9.08e-6,8.56e-6,8.99e-6,8.08e-6,7.76e-6,1.503e-5,2.49e-5,6.68e-6,1.352e-5,4.68e-6,8.51e-6,6.99e-6,9.46e-6,7.16e-6,4.62e-6,8.88e-6,6.06e-6,9.52e-6,1.828e-5,7.16e-6,7.29e-6,6.95e-6,1.55e-5,6.68e-6,9.04e-6,1.38e-6,7.6e-6,6.36e-6,8.99e-6,8.64e-6,7.67e-6,4.4e-6,4.88e-6,7.16e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dictyoglomus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.081e-5,6.43e-6,3.73e-6,4.086e-5,2.684e-5,1.698e-5,4.378e-5,3.46e-5,1.342e-5,3.139e-5,1.285e-5,1.011e-5,1.1146e-4,7.46e-6,4.202e-5,9.99e-6,4.981e-5,2.286e-5,5.122e-5,6e-6,1.465e-5,7.736e-5,4.625e-5,1.232e-5,1.447e-5,1.81e-5,3.714e-5,2.8e-5,3.169e-5,2.602e-5,1.649e-5,1.816e-5,7.57e-6,2.603e-5,1.968e-5,9.87e-6,3.714e-5,1.553e-5,1.455e-5,6.19e-6,2.075e-5,1.254e-5,9.54e-6,1.341e-5,1.166e-5,8.56e-6,2.555e-5,2.2e-6,1.463e-5,1.029e-5,5.31e-6,1.565e-5,1.004e-5,1.437e-5,1.4e-5,6.38e-6,1.839e-5,1.141e-5,1.841e-5,5.68e-6,5.22e-6,1.063e-5,1.606e-5,2.155e-5,1.071e-5,9.87e-6,4.15e-6,1.739e-5,1.434e-5,1.266e-5,7.07e-6,5.1e-6,7.81e-6,1.609e-5,1.305e-5,1.713e-5,4.4e-6,1.719e-5,1.929e-5,1.649e-5,1.914e-5,1.067e-5,5.28e-6,5.25e-6,1.343e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinoroseobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51e-6,8.57e-6,1.018e-5,2.356e-5,1.758e-5,1.428e-5,2.213e-5,1.432e-5,1.001e-5,9.35e-6,1.184e-5,1.554e-5,2.791e-5,1.008e-5,3.083e-5,4.94e-6,2.716e-5,6.92e-6,2.83e-5,5.73e-6,1.071e-5,3.792e-5,2.023e-5,8.8e-6,1.158e-5,8.42e-6,2.083e-5,5.63e-6,1.482e-5,9.98e-6,5.88e-6,1.047e-5,3.37e-6,8.92e-6,1.607e-5,2.116e-5,1.431e-5,1.603e-5,1.095e-5,6.46e-6,1.363e-5,1.219e-5,5.8e-6,4.58e-6,1.401e-5,1.123e-5,1.484e-5,4.58e-6,1.667e-5,1.915e-5,5.27e-6,1.414e-5,2.257e-5,1.033e-5,1.84e-5,7.31e-6,1.353e-5,1.175e-5,1.756e-5,5.36e-6,1.634e-5,8.42e-6,5.88e-6,1.097e-5,2.476e-5,3.46e-6,9.85e-6,5.65e-6,4.98e-6,1.302e-5,3.35e-6,3.86e-6,1.708e-5,1.159e-5,7.55e-6,8.94e-6,2.05e-6,1.153e-5,7.34e-6,9.42e-6,5.55e-6,1.601e-5,2.76e-6,5.08e-6,1.032e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ehrlichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464e-5,7.4e-6,1.88e-6,2.99e-5,2.513e-5,1.428e-5,2.112e-5,2.264e-5,1.276e-5,1.841e-5,1.54e-5,6.69e-6,1.472e-4,6.26e-6,2.354e-5,8.69e-6,2.745e-5,1.207e-5,4.085e-5,3.53e-6,2.195e-5,5.702e-5,3.63e-5,1.418e-5,1.57e-5,1.518e-5,2.054e-5,2.424e-5,3.28e-5,2.745e-5,1.281e-5,1.625e-5,8.37e-6,2.456e-5,9.28e-6,6.26e-6,3.107e-5,1.363e-5,1.485e-5,7.7e-6,2.245e-5,1.506e-5,6.21e-6,5.7e-6,7.18e-6,6.88e-6,2.188e-5,1.29e-6,8.61e-6,7.76e-6,5.72e-6,1.14e-5,6.68e-6,1.065e-5,1.09e-5,4.07e-6,1.273e-5,1.426e-5,1.009e-5,5.14e-6,4.45e-6,8.86e-6,1.411e-5,2.759e-5,1.035e-5,4.02e-6,1.222e-5,1.26e-5,1.968e-5,6.36e-6,4.73e-6,7.09e-6,1.008e-5,1.556e-5,1.174e-5,1.794e-5,2.77e-6,1.929e-5,1.488e-5,1.406e-5,2.29e-5,6.42e-6,5.93e-6,3.63e-6,1.003e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ensifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.629e-5,2.51e-5,2.689e-5,6.429e-5,5.149e-5,4.278e-5,6.634e-5,3.954e-5,3.087e-5,2.507e-5,3.297e-5,4.645e-5,7.864e-5,2.849e-5,6.858e-5,1.844e-5,6.792e-5,2.389e-5,7.771e-5,1.361e-5,3.608e-5,1.0283e-4,5.724e-5,2.307e-5,2.859e-5,2.262e-5,6.009e-5,2.3e-5,4.493e-5,2.866e-5,1.913e-5,3.013e-5,9.18e-6,3.009e-5,4.674e-5,5.233e-5,5.094e-5,4.918e-5,3.643e-5,1.901e-5,4.323e-5,3.674e-5,1.887e-5,1.665e-5,3.174e-5,2.971e-5,4.805e-5,1.203e-5,4.468e-5,4.383e-5,2.15e-5,4.144e-5,6.246e-5,3.301e-5,4.591e-5,2.101e-5,3.716e-5,3.419e-5,4.992e-5,2.066e-5,4.133e-5,2.515e-5,1.449e-5,3.41e-5,6.129e-5,8.12e-6,3.805e-5,2.054e-5,2.241e-5,3.541e-5,9.23e-6,9.75e-6,5.798e-5,3.561e-5,2.348e-5,2.324e-5,7.3e-6,4.291e-5,1.958e-5,2.701e-5,2.088e-5,4.811e-5,1.081e-5,1.481e-5,2.904e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_X_GpX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45e-6,2.18e-6,2.35e-6,8.45e-6,6.44e-6,4.72e-6,8.51e-6,4.57e-6,4.25e-6,3.96e-6,4.04e-6,4.12e-6,1.076e-5,2.42e-6,9.76e-6,2.78e-6,9.72e-6,4.39e-6,9.43e-6,3.39e-6,7.94e-6,1.503e-5,7.87e-6,2.96e-6,3.08e-6,3.97e-6,8.13e-6,5.33e-6,5.7e-6,5.34e-6,1.88e-6,4.09e-6,1.25e-6,4.75e-6,5.99e-6,7.32e-6,1.102e-5,5.51e-6,4.58e-6,1.51e-6,7.02e-6,7.21e-6,1.84e-6,1.75e-6,4.9e-6,3.8e-6,6.75e-6,9.5e-7,4.83e-6,4.7e-6,1.26e-6,5.29e-6,6.03e-6,4.36e-6,6.33e-6,5.27e-6,6.04e-6,4.3e-6,4.13e-6,1.5e-6,4.86e-6,2.73e-6,1.9e-6,6.84e-6,5.47e-6,8.65e-6,2.76e-6,3.14e-6,1.69e-6,4.43e-6,2.58e-6,3.31e-6,5.19e-6,5.39e-6,3.44e-6,5.04e-6,1e-6,4.9e-6,3.64e-6,3.1e-6,2.99e-6,3.6e-6,3.31e-6,2.41e-6,5.3e-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
